No,Kota,Produk,Harga Satuan,Jumlah Pesanan,Tipe Pembayaran,Tipe Pengiriman,Rating Produk,Harga Total
1629,Makassar,Tas Ransel,504540,4,ShopeePay,Hemat,3.5,2018160
1630,Yogyakarta,Kaos,143791,3,Transfer Bank,Same Day,1.8,431373
1631,Makassar,Kaos,984986,2,ShopeePay,Reguler,1.7,1969972
1632,Surabaya,Lipstik,512545,3,Transfer Bank,Hemat,4.5,1537635
1633,Denpasar,Parfum,535689,4,COD,Same Day,2.7,2142756
1634,Makassar,Jam Tangan,931723,4,COD,Hemat,3.6,3726892
1635,Semarang,Parfum,904807,2,COD,Reguler,3,1809614
1636,Makassar,Tas Ransel,582602,3,Transfer Bank,Reguler,3.9,1747806
1637,Jakarta,Kaos,776349,1,ShopeePay,Reguler,2.9,776349
1638,Semarang,Jam Tangan,750281,3,Kartu Kredit,Same Day,2.1,2250843
1639,Jakarta,Jam Tangan,496984,2,Kartu Kredit,Hemat,2.5,993968
1640,Bandung,Celana Jeans,391024,1,Transfer Bank,Hemat,4.4,391024
1641,Medan,Power Bank,382470,2,Transfer Bank,Same Day,2.9,764940
1642,Jakarta,Kaos,166903,3,Transfer Bank,Reguler,1.9,500709
1643,Semarang,Kaos,927458,1,Transfer Bank,Kilat,4.7,927458
1644,Bandung,Jam Tangan,957629,2,Kartu Kredit,Reguler,4.2,1915258
1645,Jakarta,Parfum,868883,4,ShopeePay,Kilat,1.2,3475532
1646,Surabaya,Kaos,65708,1,Kartu Kredit,Reguler,5,65708
1647,Makassar,Jam Tangan,824114,1,Transfer Bank,Same Day,3.8,824114
1648,Medan,Kaos,384550,2,COD,Kilat,1.6,769100
1649,Jakarta,Jam Tangan,496040,4,Kartu Kredit,Same Day,1.9,1984160
1650,Bandung,Celana Jeans,186866,1,COD,Kilat,3.8,186866
1651,Surabaya,Power Bank,341516,2,COD,Hemat,4.1,683032
1652,Yogyakarta,Jam Tangan,583765,1,Transfer Bank,Kilat,2,583765
1653,Bandung,Kaos,991367,1,Kartu Kredit,Kilat,2,991367
1654,Makassar,Tas Ransel,503157,1,ShopeePay,Kilat,2.2,503157
1655,Bandung,Power Bank,189809,4,Kartu Kredit,Hemat,3.4,759236
1656,Surabaya,Celana Jeans,153692,3,ShopeePay,Same Day,1.7,461076
1657,Bandung,Jam Tangan,514166,3,ShopeePay,Hemat,1.4,1542498
1658,Surabaya,Tas Ransel,778529,4,Transfer Bank,Kilat,3.7,3114116
1659,Jakarta,Jam Tangan,797393,4,ShopeePay,Reguler,4.1,3189572
1660,Denpasar,Parfum,186129,2,Kartu Kredit,Hemat,3,372258
1661,Surabaya,Kaos,977642,1,Kartu Kredit,Reguler,2.5,977642
1662,Surabaya,Earphone,754750,4,COD,Hemat,2.7,3019000
1663,Medan,Lipstik,73024,2,ShopeePay,Hemat,2.6,146048
1664,Surabaya,Kemeja,422893,3,Transfer Bank,Kilat,4.8,1268679
1665,Surabaya,Parfum,195183,3,Transfer Bank,Same Day,4.1,585549
1666,Yogyakarta,Tas Ransel,175146,3,Kartu Kredit,Same Day,1.8,525438
1667,Denpasar,Parfum,562112,3,ShopeePay,Kilat,2.5,1686336
1668,Jakarta,Sneakers,938269,2,Transfer Bank,Hemat,3.2,1876538
1669,Makassar,Jam Tangan,982943,1,ShopeePay,Same Day,3.5,982943
1670,Medan,Jam Tangan,538534,2,ShopeePay,Same Day,2.9,1077068
1671,Yogyakarta,Kemeja,903583,1,COD,Same Day,4.2,903583
1672,Semarang,Kemeja,68926,3,Transfer Bank,Kilat,4.1,206778
1673,Denpasar,Sneakers,187932,4,COD,Reguler,3,751728
1674,Jakarta,Kaos,295119,4,Transfer Bank,Reguler,4.4,1180476
1675,Jakarta,Lipstik,881309,4,ShopeePay,Reguler,4,3525236
1676,Semarang,Earphone,769037,1,Transfer Bank,Reguler,4.1,769037
1677,Makassar,Earphone,884302,3,Kartu Kredit,Reguler,4.8,2652906
1678,Surabaya,Celana Jeans,789741,2,ShopeePay,Same Day,2.1,1579482
1679,Yogyakarta,Celana Jeans,625659,4,Transfer Bank,Same Day,2.1,2502636
1680,Bandung,Kaos,701908,1,COD,Hemat,4.6,701908
1681,Medan,Celana Jeans,383114,4,COD,Same Day,4.1,1532456
1682,Bandung,Celana Jeans,503791,2,ShopeePay,Kilat,4.7,1007582
1683,Semarang,Sneakers,642354,3,COD,Hemat,1.3,1927062
1684,Jakarta,Sneakers,714096,2,ShopeePay,Same Day,3.5,1428192
1685,Makassar,Celana Jeans,81562,3,ShopeePay,Hemat,1.6,244686
1686,Jakarta,Parfum,322553,3,ShopeePay,Hemat,3,967659
1687,Medan,Power Bank,816266,3,Transfer Bank,Reguler,1.6,2448798
1688,Jakarta,Power Bank,646480,4,ShopeePay,Hemat,1.5,2585920
1689,Jakarta,Kaos,545128,2,COD,Same Day,1,1090256
1690,Medan,Earphone,754769,4,Kartu Kredit,Reguler,3.5,3019076
1691,Yogyakarta,Kemeja,51568,2,Transfer Bank,Same Day,2.4,103136
1692,Yogyakarta,Kaos,817278,1,COD,Reguler,1.4,817278
1693,Medan,Celana Jeans,681259,1,ShopeePay,Same Day,2.3,681259
1694,Makassar,Sneakers,630326,2,ShopeePay,Reguler,1.7,1260652
1695,Semarang,Jam Tangan,217173,2,Kartu Kredit,Reguler,4.8,434346
1696,Denpasar,Parfum,976277,2,COD,Kilat,2.3,1952554
1697,Jakarta,Tas Ransel,149789,2,Transfer Bank,Same Day,2.3,299578
1698,Makassar,Sneakers,389604,3,COD,Hemat,4.4,1168812
1699,Jakarta,Power Bank,521994,4,ShopeePay,Reguler,3.6,2087976
1700,Denpasar,Sneakers,94723,3,Transfer Bank,Same Day,3.8,284169
1701,Semarang,Parfum,783043,4,ShopeePay,Reguler,3.5,3132172
1702,Yogyakarta,Kemeja,386338,4,ShopeePay,Kilat,4.8,1545352
1703,Makassar,Celana Jeans,917849,4,COD,Kilat,1.8,3671396
1704,Surabaya,Jam Tangan,941815,3,Kartu Kredit,Kilat,5,2825445
1705,Surabaya,Power Bank,785110,2,ShopeePay,Kilat,4.3,1570220
1706,Denpasar,Power Bank,601176,3,COD,Hemat,3.4,1803528
1707,Surabaya,Lipstik,848048,3,Transfer Bank,Hemat,3.6,2544144
1708,Yogyakarta,Earphone,727494,4,Kartu Kredit,Reguler,3.6,2909976
1709,Denpasar,Kemeja,504441,1,ShopeePay,Same Day,1.2,504441
1710,Yogyakarta,Power Bank,812515,1,ShopeePay,Kilat,1.9,812515
1711,Semarang,Earphone,687958,3,Transfer Bank,Kilat,4.8,2063874
1712,Jakarta,Power Bank,364620,4,COD,Hemat,3.1,1458480
1713,Semarang,Celana Jeans,112416,3,ShopeePay,Hemat,2.5,337248
1714,Semarang,Earphone,809012,3,Transfer Bank,Kilat,4,2427036
1715,Yogyakarta,Parfum,667122,2,ShopeePay,Same Day,3.1,1334244
1716,Denpasar,Lipstik,656436,4,COD,Reguler,1.1,2625744
1717,Denpasar,Celana Jeans,732755,1,Kartu Kredit,Reguler,3.9,732755
1718,Surabaya,Parfum,848753,1,COD,Reguler,3.9,848753
1719,Bandung,Jam Tangan,815818,1,COD,Reguler,1.7,815818
1720,Jakarta,Kemeja,335315,3,COD,Same Day,4.8,1005945
1721,Yogyakarta,Kemeja,170594,4,Transfer Bank,Same Day,1.9,682376
1722,Surabaya,Tas Ransel,740892,2,ShopeePay,Same Day,2.8,1481784
1723,Makassar,Tas Ransel,504976,1,Kartu Kredit,Hemat,1.5,504976
1724,Bandung,Earphone,952139,4,Transfer Bank,Kilat,3.4,3808556
1725,Bandung,Kemeja,938175,1,COD,Same Day,2.5,938175
1726,Yogyakarta,Earphone,53545,2,Kartu Kredit,Reguler,2.4,107090
1727,Medan,Tas Ransel,205151,4,COD,Same Day,4.3,820604
1728,Jakarta,Jam Tangan,833287,3,COD,Kilat,1,2499861
1729,Bandung,Power Bank,55790,3,COD,Hemat,4.2,167370
1730,Yogyakarta,Parfum,595300,1,Kartu Kredit,Reguler,3.3,595300
1731,Yogyakarta,Sneakers,137827,1,ShopeePay,Hemat,4.9,137827
1732,Surabaya,Earphone,280123,4,COD,Same Day,3.4,1120492
1733,Makassar,Jam Tangan,34260,2,ShopeePay,Reguler,1.2,68520
1734,Medan,Parfum,216211,1,Kartu Kredit,Reguler,1.2,216211
1735,Jakarta,Kemeja,807506,4,Kartu Kredit,Same Day,4.5,3230024
1736,Denpasar,Power Bank,455892,2,COD,Same Day,4.4,911784
1737,Semarang,Parfum,160547,1,ShopeePay,Kilat,2.4,160547
1738,Makassar,Lipstik,229486,1,ShopeePay,Same Day,3.5,229486
1739,Makassar,Tas Ransel,166192,4,COD,Same Day,3,664768
1740,Surabaya,Parfum,436363,1,Transfer Bank,Same Day,4.9,436363
1741,Denpasar,Sneakers,284130,3,Transfer Bank,Reguler,4.8,852390
1742,Bandung,Jam Tangan,784489,2,Kartu Kredit,Kilat,4.9,1568978
1743,Bandung,Power Bank,707790,2,Kartu Kredit,Reguler,4.5,1415580
1744,Surabaya,Celana Jeans,782857,3,Transfer Bank,Same Day,4.6,2348571
1745,Yogyakarta,Parfum,75479,4,Transfer Bank,Kilat,1.9,301916
1746,Bandung,Kaos,496182,3,Transfer Bank,Same Day,4.3,1488546
1747,Medan,Sneakers,412977,3,COD,Reguler,3.8,1238931
1748,Jakarta,Sneakers,284320,2,COD,Reguler,4.9,568640
1749,Makassar,Kaos,628546,4,COD,Same Day,3.3,2514184
1750,Makassar,Lipstik,259423,1,COD,Kilat,1.3,259423
1751,Medan,Celana Jeans,397332,3,COD,Reguler,3.4,1191996
1752,Denpasar,Tas Ransel,104153,3,COD,Same Day,3.7,312459
1753,Bandung,Jam Tangan,737278,4,Kartu Kredit,Hemat,1.9,2949112
1754,Makassar,Power Bank,803930,3,ShopeePay,Same Day,2.6,2411790
1755,Semarang,Jam Tangan,440331,4,Kartu Kredit,Same Day,3.4,1761324
1756,Denpasar,Celana Jeans,778272,1,ShopeePay,Kilat,2.5,778272
1757,Jakarta,Jam Tangan,97442,4,Kartu Kredit,Same Day,2.5,389768
1758,Jakarta,Kaos,846434,1,Kartu Kredit,Hemat,1.5,846434
1759,Makassar,Sneakers,77124,4,COD,Same Day,4.8,308496
1760,Surabaya,Jam Tangan,944114,3,COD,Hemat,4,2832342
1761,Denpasar,Earphone,331896,1,ShopeePay,Reguler,1,331896
1762,Makassar,Parfum,279488,3,ShopeePay,Same Day,4.1,838464
1763,Surabaya,Celana Jeans,98947,1,COD,Kilat,4,98947
1764,Makassar,Lipstik,925404,4,Kartu Kredit,Same Day,1,3701616
1765,Semarang,Earphone,881148,4,ShopeePay,Hemat,2.5,3524592
1766,Denpasar,Kaos,461209,4,Transfer Bank,Hemat,3.4,1844836
1767,Yogyakarta,Kemeja,816505,2,Transfer Bank,Kilat,2.8,1633010
1768,Jakarta,Kaos,843683,2,Transfer Bank,Hemat,4.1,1687366
1769,Makassar,Lipstik,116496,1,ShopeePay,Same Day,2.7,116496
1770,Semarang,Lipstik,746797,2,COD,Hemat,1.6,1493594
1771,Surabaya,Earphone,845329,4,COD,Same Day,4.9,3381316
1772,Surabaya,Parfum,988410,2,COD,Same Day,2,1976820
1773,Jakarta,Celana Jeans,333760,2,ShopeePay,Hemat,3.9,667520
1774,Medan,Tas Ransel,282037,3,ShopeePay,Kilat,1.6,846111
1775,Makassar,Sneakers,521935,1,Transfer Bank,Reguler,2.3,521935
1776,Denpasar,Earphone,810914,1,ShopeePay,Kilat,2.8,810914
1777,Bandung,Lipstik,390134,1,Transfer Bank,Reguler,1.8,390134
1778,Surabaya,Kemeja,242036,2,Transfer Bank,Kilat,2.8,484072
1779,Denpasar,Power Bank,486152,4,COD,Same Day,1.6,1944608
1780,Denpasar,Lipstik,714934,3,ShopeePay,Same Day,3.2,2144802
1781,Yogyakarta,Parfum,849716,1,COD,Hemat,3.7,849716
1782,Denpasar,Parfum,355076,2,COD,Reguler,1.2,710152
1783,Denpasar,Lipstik,289482,4,ShopeePay,Reguler,4.5,1157928
1784,Yogyakarta,Parfum,193790,3,ShopeePay,Hemat,1.7,581370
1785,Surabaya,Earphone,163572,3,Kartu Kredit,Kilat,1.9,490716
1786,Denpasar,Lipstik,162617,1,Transfer Bank,Hemat,3.6,162617
1787,Medan,Lipstik,605768,1,Kartu Kredit,Kilat,2.9,605768
1788,Medan,Celana Jeans,680601,4,Transfer Bank,Hemat,3,2722404
1789,Semarang,Sneakers,240386,2,Transfer Bank,Reguler,1.5,480772
1790,Yogyakarta,Kemeja,960325,4,Transfer Bank,Reguler,4.2,3841300
1791,Semarang,Parfum,24695,1,COD,Kilat,3.5,24695
1792,Yogyakarta,Celana Jeans,752426,4,COD,Reguler,1.5,3009704
1793,Makassar,Tas Ransel,558606,2,ShopeePay,Reguler,2.5,1117212
1794,Makassar,Tas Ransel,857366,3,Transfer Bank,Reguler,4.2,2572098
1795,Denpasar,Jam Tangan,435547,3,Transfer Bank,Reguler,3.3,1306641
1796,Bandung,Earphone,403426,3,Transfer Bank,Same Day,1.4,1210278
1797,Makassar,Earphone,728032,3,COD,Hemat,2.5,2184096
1798,Bandung,Kaos,111891,1,ShopeePay,Hemat,2,111891
1799,Makassar,Kemeja,490076,1,COD,Same Day,3.1,490076
1800,Jakarta,Lipstik,769045,2,Kartu Kredit,Reguler,4.4,1538090
1801,Makassar,Parfum,88754,2,Kartu Kredit,Hemat,2.7,177508
1802,Semarang,Kemeja,892109,2,Kartu Kredit,Hemat,2.7,1784218
1803,Surabaya,Jam Tangan,908752,2,ShopeePay,Hemat,4.6,1817504
1804,Denpasar,Kaos,416053,4,Kartu Kredit,Kilat,3.3,1664212
1805,Semarang,Celana Jeans,407405,2,ShopeePay,Same Day,3.3,814810
1806,Surabaya,Kemeja,533904,3,COD,Kilat,2,1601712
1807,Medan,Celana Jeans,387482,3,COD,Kilat,3.4,1162446
1808,Semarang,Tas Ransel,584365,3,ShopeePay,Same Day,3.3,1753095
1809,Medan,Parfum,362059,4,COD,Hemat,2.6,1448236
1810,Bandung,Jam Tangan,679599,2,COD,Kilat,5,1359198
1811,Bandung,Lipstik,261504,3,ShopeePay,Hemat,4.5,784512
1812,Jakarta,Parfum,311813,3,Kartu Kredit,Kilat,4,935439
1813,Makassar,Sneakers,855056,3,ShopeePay,Hemat,3.1,2565168
1814,Semarang,Earphone,881579,3,Transfer Bank,Reguler,2.8,2644737
1815,Medan,Jam Tangan,679510,1,COD,Reguler,1.7,679510
1816,Surabaya,Kemeja,686469,2,ShopeePay,Reguler,2.2,1372938
1817,Bandung,Parfum,775110,2,COD,Same Day,4.1,1550220
1818,Makassar,Power Bank,701376,4,Kartu Kredit,Reguler,2.8,2805504
1819,Bandung,Earphone,687296,1,COD,Kilat,4.5,687296
1820,Surabaya,Earphone,162108,4,ShopeePay,Hemat,1.6,648432
1821,Makassar,Power Bank,976740,3,Kartu Kredit,Hemat,3,2930220
1822,Makassar,Kaos,165093,4,Kartu Kredit,Hemat,3.6,660372
1823,Medan,Kaos,533694,3,Kartu Kredit,Hemat,3.1,1601082
1824,Medan,Power Bank,843375,3,Transfer Bank,Kilat,4.6,2530125
1825,Semarang,Sneakers,133694,2,ShopeePay,Hemat,5,267388
1826,Semarang,Tas Ransel,254456,2,ShopeePay,Kilat,1.5,508912
1827,Yogyakarta,Power Bank,232079,2,Kartu Kredit,Kilat,1.5,464158
1828,Denpasar,Tas Ransel,264269,2,COD,Hemat,1.5,528538
1829,Yogyakarta,Parfum,463232,2,Kartu Kredit,Hemat,3.7,926464
1830,Jakarta,Sneakers,436460,1,Transfer Bank,Hemat,2.5,436460
1831,Bandung,Jam Tangan,476243,2,Kartu Kredit,Kilat,3.9,952486
1832,Semarang,Tas Ransel,789673,4,ShopeePay,Same Day,2.6,3158692
1833,Medan,Earphone,143351,3,Kartu Kredit,Kilat,3.5,430053
1834,Surabaya,Parfum,321129,2,COD,Same Day,4.1,642258
1835,Medan,Earphone,939006,1,ShopeePay,Hemat,3.2,939006
1836,Bandung,Sneakers,860268,4,COD,Kilat,3.2,3441072
1837,Yogyakarta,Tas Ransel,906146,4,Kartu Kredit,Hemat,1.4,3624584
1838,Medan,Celana Jeans,548058,3,ShopeePay,Same Day,2.6,1644174
1839,Denpasar,Sneakers,849297,4,Transfer Bank,Same Day,3.2,3397188
1840,Jakarta,Sneakers,73811,4,ShopeePay,Kilat,2.8,295244
1841,Bandung,Celana Jeans,286145,4,COD,Kilat,4.6,1144580
1842,Yogyakarta,Parfum,605136,4,ShopeePay,Kilat,4.6,2420544
1843,Denpasar,Tas Ransel,72635,1,Transfer Bank,Kilat,4.3,72635
1844,Surabaya,Tas Ransel,40946,3,Transfer Bank,Reguler,2.5,122838
1845,Yogyakarta,Earphone,640140,2,Transfer Bank,Reguler,3.9,1280280
1846,Makassar,Sneakers,373247,4,Transfer Bank,Hemat,2.6,1492988
1847,Denpasar,Sneakers,505260,1,COD,Same Day,1.9,505260
1848,Denpasar,Lipstik,850176,3,ShopeePay,Same Day,2.4,2550528
1849,Jakarta,Jam Tangan,137729,2,Kartu Kredit,Hemat,1.3,275458
1850,Bandung,Sneakers,714519,3,Transfer Bank,Hemat,2.3,2143557
1851,Surabaya,Kemeja,305815,1,Kartu Kredit,Hemat,2.8,305815
1852,Jakarta,Jam Tangan,691810,1,Kartu Kredit,Reguler,4.8,691810
1853,Yogyakarta,Kemeja,952412,1,ShopeePay,Hemat,2.3,952412
1854,Jakarta,Tas Ransel,470491,4,Kartu Kredit,Same Day,4.6,1881964
1855,Denpasar,Jam Tangan,981862,1,Kartu Kredit,Hemat,1.9,981862
1856,Bandung,Sneakers,986551,2,COD,Kilat,1.8,1973102
1857,Semarang,Celana Jeans,448734,4,Kartu Kredit,Same Day,3.1,1794936
1858,Jakarta,Earphone,339957,3,ShopeePay,Same Day,3.7,1019871
1859,Makassar,Kemeja,116748,2,Kartu Kredit,Same Day,1.2,233496
1860,Jakarta,Jam Tangan,783580,4,ShopeePay,Reguler,1.9,3134320
1861,Yogyakarta,Sneakers,420022,1,Transfer Bank,Reguler,2.8,420022
1862,Yogyakarta,Jam Tangan,649021,3,Kartu Kredit,Same Day,2.3,1947063
1863,Surabaya,Sneakers,978395,1,Kartu Kredit,Kilat,3.9,978395
1864,Yogyakarta,Sneakers,146865,2,Kartu Kredit,Same Day,3,293730
1865,Medan,Sneakers,365695,2,Transfer Bank,Reguler,1.6,731390
1866,Bandung,Lipstik,935767,4,COD,Kilat,4.6,3743068
1867,Bandung,Earphone,321364,2,Kartu Kredit,Same Day,2.2,642728
1868,Semarang,Celana Jeans,299302,3,ShopeePay,Reguler,3.9,897906
1869,Semarang,Celana Jeans,887424,4,COD,Kilat,4.1,3549696
1870,Bandung,Jam Tangan,965092,3,COD,Hemat,4.9,2895276
1871,Makassar,Jam Tangan,606864,1,COD,Hemat,3,606864
1872,Semarang,Sneakers,894459,3,Kartu Kredit,Same Day,3.5,2683377
1873,Surabaya,Lipstik,175260,3,Transfer Bank,Hemat,2.3,525780
1874,Yogyakarta,Sneakers,243687,2,Transfer Bank,Reguler,3.7,487374
1875,Bandung,Lipstik,340974,1,Kartu Kredit,Kilat,2.9,340974
1876,Denpasar,Sneakers,679379,2,ShopeePay,Same Day,2.8,1358758
1877,Semarang,Kemeja,32419,1,ShopeePay,Kilat,4.4,32419
1878,Bandung,Kemeja,577985,1,ShopeePay,Kilat,1.2,577985
1879,Medan,Tas Ransel,367076,3,Kartu Kredit,Kilat,4.5,1101228
1880,Jakarta,Sneakers,401856,2,Transfer Bank,Reguler,4.4,803712
1881,Yogyakarta,Earphone,517784,3,Kartu Kredit,Same Day,3,1553352
1882,Bandung,Tas Ransel,639716,3,Transfer Bank,Hemat,3,1919148
1883,Jakarta,Jam Tangan,683333,3,COD,Kilat,2.4,2049999
1884,Semarang,Parfum,783361,1,Kartu Kredit,Kilat,5,783361
1885,Jakarta,Sneakers,630937,2,Transfer Bank,Kilat,1.4,1261874
1886,Yogyakarta,Kemeja,404793,2,COD,Reguler,3.4,809586
1887,Bandung,Parfum,293280,3,COD,Hemat,3.7,879840
1888,Medan,Lipstik,891171,1,Kartu Kredit,Kilat,4.7,891171
1889,Makassar,Parfum,868934,2,Transfer Bank,Reguler,4.1,1737868
1890,Semarang,Earphone,182357,4,COD,Reguler,3.6,729428
1891,Bandung,Sneakers,829471,2,Kartu Kredit,Kilat,1.5,1658942
1892,Yogyakarta,Celana Jeans,873152,3,COD,Kilat,2.5,2619456
1893,Semarang,Parfum,143168,4,ShopeePay,Reguler,1.6,572672
1894,Surabaya,Celana Jeans,632551,1,Kartu Kredit,Reguler,4.5,632551
1895,Jakarta,Lipstik,79155,4,COD,Kilat,4,316620
1896,Makassar,Tas Ransel,36911,4,Kartu Kredit,Reguler,4,147644
1897,Yogyakarta,Celana Jeans,545204,3,Kartu Kredit,Reguler,3.6,1635612
1898,Surabaya,Tas Ransel,865484,2,Transfer Bank,Kilat,3,1730968
1899,Denpasar,Kemeja,482326,1,Transfer Bank,Kilat,1.6,482326
1900,Bandung,Sneakers,776983,4,COD,Same Day,2.3,3107932
1901,Medan,Parfum,299934,3,Kartu Kredit,Hemat,1.5,899802
1902,Semarang,Kemeja,496377,2,Kartu Kredit,Kilat,3.9,992754
1903,Jakarta,Kemeja,418422,4,ShopeePay,Kilat,1.6,1673688
1904,Semarang,Power Bank,141937,3,Kartu Kredit,Kilat,3.8,425811
1905,Makassar,Kaos,105053,3,Transfer Bank,Hemat,3.8,315159
1906,Bandung,Earphone,332094,3,Kartu Kredit,Same Day,2.8,996282
1907,Semarang,Tas Ransel,398355,1,Transfer Bank,Reguler,1.5,398355
1908,Jakarta,Power Bank,862793,2,ShopeePay,Hemat,2.3,1725586
1909,Bandung,Kaos,867883,4,COD,Kilat,2.3,3471532
1910,Semarang,Earphone,319840,2,Transfer Bank,Kilat,3.8,639680
1911,Medan,Tas Ransel,494857,2,COD,Same Day,1.5,989714
1912,Yogyakarta,Sneakers,646683,4,COD,Same Day,4.3,2586732
1913,Bandung,Earphone,930553,2,COD,Same Day,4,1861106
1914,Yogyakarta,Parfum,853160,1,COD,Reguler,1.7,853160
1915,Denpasar,Kemeja,337545,4,Transfer Bank,Hemat,3.9,1350180
1916,Bandung,Kaos,217298,4,ShopeePay,Hemat,3.7,869192
1917,Medan,Kaos,569391,3,Kartu Kredit,Same Day,4,1708173
1918,Yogyakarta,Kaos,447479,2,Transfer Bank,Reguler,1.8,894958
1919,Surabaya,Tas Ransel,802065,4,ShopeePay,Hemat,1.6,3208260
1920,Jakarta,Parfum,489837,4,Kartu Kredit,Kilat,1.9,1959348
1921,Surabaya,Earphone,332188,1,COD,Kilat,2.5,332188
1922,Semarang,Kemeja,602018,3,Kartu Kredit,Kilat,4.2,1806054
1923,Medan,Parfum,45825,4,Kartu Kredit,Hemat,4,183300
1924,Surabaya,Power Bank,751616,1,ShopeePay,Same Day,4.7,751616
1925,Bandung,Sneakers,517393,4,Kartu Kredit,Kilat,1.2,2069572
1926,Semarang,Celana Jeans,57271,4,COD,Same Day,1,229084
1927,Semarang,Parfum,97256,4,Transfer Bank,Reguler,3.8,389024
1928,Surabaya,Power Bank,459948,1,Transfer Bank,Kilat,2.1,459948
1929,Denpasar,Kemeja,86433,2,ShopeePay,Reguler,2.3,172866
1930,Surabaya,Celana Jeans,757990,4,COD,Same Day,3.2,3031960
1931,Denpasar,Celana Jeans,121999,4,COD,Hemat,1.4,487996
1932,Medan,Parfum,776350,2,Kartu Kredit,Same Day,3.6,1552700
1933,Jakarta,Kaos,567860,4,ShopeePay,Kilat,2.3,2271440
1934,Surabaya,Jam Tangan,582834,3,COD,Kilat,3.5,1748502
1935,Makassar,Kemeja,952654,4,COD,Same Day,4.3,3810616
1936,Denpasar,Kaos,860597,3,COD,Kilat,1.7,2581791
1937,Surabaya,Kemeja,870122,2,Transfer Bank,Kilat,4.7,1740244
1938,Yogyakarta,Jam Tangan,466880,1,Transfer Bank,Reguler,3.1,466880
1939,Bandung,Sneakers,495551,2,Transfer Bank,Hemat,4.7,991102
1940,Makassar,Jam Tangan,750559,4,Kartu Kredit,Same Day,1.8,3002236
1941,Makassar,Lipstik,541727,3,Kartu Kredit,Reguler,3.4,1625181
1942,Denpasar,Parfum,56948,1,Kartu Kredit,Kilat,2.6,56948
1943,Yogyakarta,Parfum,974534,4,COD,Reguler,4.1,3898136
1944,Yogyakarta,Power Bank,833439,1,Transfer Bank,Hemat,3.4,833439
1945,Semarang,Kaos,645107,1,COD,Same Day,3,645107
1946,Denpasar,Power Bank,373351,4,COD,Hemat,4.7,1493404
1947,Jakarta,Lipstik,504137,2,ShopeePay,Hemat,2.5,1008274
1948,Bandung,Jam Tangan,883204,4,COD,Reguler,1.9,3532816
1949,Medan,Parfum,566312,4,Kartu Kredit,Reguler,3.4,2265248
1950,Makassar,Tas Ransel,787768,2,Transfer Bank,Hemat,3.5,1575536
1951,Medan,Jam Tangan,976888,3,Transfer Bank,Kilat,2.8,2930664
1952,Surabaya,Jam Tangan,627200,4,COD,Same Day,2.9,2508800
1953,Surabaya,Lipstik,799521,1,Kartu Kredit,Kilat,4.8,799521
1954,Medan,Sneakers,253746,4,Kartu Kredit,Kilat,3.9,1014984
1955,Surabaya,Kemeja,431373,4,Kartu Kredit,Same Day,1.4,1725492
1956,Jakarta,Lipstik,805427,1,Transfer Bank,Reguler,1.8,805427
1957,Yogyakarta,Kemeja,891913,2,Kartu Kredit,Kilat,4.9,1783826
1958,Surabaya,Parfum,515336,3,Kartu Kredit,Reguler,3.9,1546008
1959,Semarang,Lipstik,370697,3,COD,Same Day,4.7,1112091
1960,Surabaya,Kemeja,677116,1,ShopeePay,Kilat,2.2,677116
1961,Bandung,Power Bank,251749,2,Kartu Kredit,Reguler,4,503498
1962,Jakarta,Lipstik,646776,4,COD,Reguler,3.9,2587104
1963,Bandung,Parfum,641029,4,COD,Kilat,2.2,2564116
1964,Bandung,Lipstik,733411,4,Kartu Kredit,Same Day,3.2,2933644
1965,Semarang,Parfum,251773,4,ShopeePay,Hemat,3.5,1007092
1966,Jakarta,Lipstik,360354,4,Transfer Bank,Reguler,2.9,1441416
1967,Jakarta,Kemeja,194166,1,ShopeePay,Same Day,4.3,194166
1968,Denpasar,Sneakers,522066,4,Kartu Kredit,Kilat,4.3,2088264
1969,Jakarta,Earphone,763249,4,ShopeePay,Reguler,4.4,3052996
1970,Jakarta,Kemeja,417751,2,COD,Reguler,4.2,835502
1971,Jakarta,Kaos,469251,4,COD,Reguler,3,1877004
1972,Semarang,Celana Jeans,536031,3,ShopeePay,Same Day,2.5,1608093
1973,Surabaya,Sneakers,67367,1,Transfer Bank,Reguler,4.3,67367
1974,Denpasar,Power Bank,782832,1,ShopeePay,Reguler,3,782832
1975,Bandung,Jam Tangan,954622,1,Kartu Kredit,Kilat,2,954622
1976,Jakarta,Kemeja,473028,3,Transfer Bank,Reguler,3,1419084
1977,Makassar,Lipstik,604172,4,ShopeePay,Same Day,1.6,2416688
1978,Surabaya,Kemeja,479384,1,ShopeePay,Kilat,3.8,479384
1979,Surabaya,Tas Ransel,688640,3,Transfer Bank,Hemat,2.3,2065920
1980,Bandung,Sneakers,427962,2,ShopeePay,Kilat,2,855924
1981,Semarang,Earphone,384716,4,Kartu Kredit,Reguler,4.8,1538864
1982,Medan,Power Bank,597539,3,COD,Hemat,4.1,1792617
1983,Medan,Tas Ransel,104821,4,Kartu Kredit,Kilat,4.1,419284
1984,Surabaya,Parfum,627871,2,ShopeePay,Reguler,3.5,1255742
1985,Yogyakarta,Tas Ransel,264697,3,COD,Kilat,4.4,794091
1986,Yogyakarta,Kemeja,30207,4,Transfer Bank,Same Day,4,120828
